abs_path,file_name,label
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg25_2048.jpg,Mark Zuckerberg25_2048.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg162_2016.jpg,Mark Zuckerberg162_2016.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg52_2065.jpg,Mark Zuckerberg52_2065.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg208_2034.jpg,Mark Zuckerberg208_2034.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg140_2006.jpg,Mark Zuckerberg140_2006.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg230_2044.jpg,Mark Zuckerberg230_2044.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg71_2074.jpg,Mark Zuckerberg71_2074.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg141_2007.jpg,Mark Zuckerberg141_2007.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg182_2022.jpg,Mark Zuckerberg182_2022.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg45_2060.jpg,Mark Zuckerberg45_2060.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg41_2056.jpg,Mark Zuckerberg41_2056.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg16_2015.jpg,Mark Zuckerberg16_2015.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Mark Zuckerberg/Mark Zuckerberg0_1989.jpg,Mark Zuckerberg0_1989.jpg,Mark Zuckerberg
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence0_1580.jpg,Jennifer Lawrence0_1580.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence123_1605.jpg,Jennifer Lawrence123_1605.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence225_1691.jpg,Jennifer Lawrence225_1691.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence241_1703.jpg,Jennifer Lawrence241_1703.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence135_1617.jpg,Jennifer Lawrence135_1617.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence233_1697.jpg,Jennifer Lawrence233_1697.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence168_1642.jpg,Jennifer Lawrence168_1642.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence63_1736.jpg,Jennifer Lawrence63_1736.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence174_1647.jpg,Jennifer Lawrence174_1647.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence24_1702.jpg,Jennifer Lawrence24_1702.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence169_1643.jpg,Jennifer Lawrence169_1643.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence135_1616.jpg,Jennifer Lawrence135_1616.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence224_1690.jpg,Jennifer Lawrence224_1690.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence163_1640.jpg,Jennifer Lawrence163_1640.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence1_1581.jpg,Jennifer Lawrence1_1581.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence149_1628.jpg,Jennifer Lawrence149_1628.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence237_1701.jpg,Jennifer Lawrence237_1701.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence187_1657.jpg,Jennifer Lawrence187_1657.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence151_1631.jpg,Jennifer Lawrence151_1631.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence3_1711.jpg,Jennifer Lawrence3_1711.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence135_1614.jpg,Jennifer Lawrence135_1614.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence53_1729.jpg,Jennifer Lawrence53_1729.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence2_1665.jpg,Jennifer Lawrence2_1665.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence62_1735.jpg,Jennifer Lawrence62_1735.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence135_1615.jpg,Jennifer Lawrence135_1615.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence150_1630.jpg,Jennifer Lawrence150_1630.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence32_1713.jpg,Jennifer Lawrence32_1713.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence236_1700.jpg,Jennifer Lawrence236_1700.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence93_1760.jpg,Jennifer Lawrence93_1760.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence77_1749.jpg,Jennifer Lawrence77_1749.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence209_1671.jpg,Jennifer Lawrence209_1671.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence41_1720.jpg,Jennifer Lawrence41_1720.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence73_1747.jpg,Jennifer Lawrence73_1747.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence78_1750.jpg,Jennifer Lawrence78_1750.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence146_1626.jpg,Jennifer Lawrence146_1626.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence195_1663.jpg,Jennifer Lawrence195_1663.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence79_1751.jpg,Jennifer Lawrence79_1751.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence72_1746.jpg,Jennifer Lawrence72_1746.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence117_1600.jpg,Jennifer Lawrence117_1600.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence104_1585.jpg,Jennifer Lawrence104_1585.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence92_1759.jpg,Jennifer Lawrence92_1759.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence13_1609.jpg,Jennifer Lawrence13_1609.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence33_1714.jpg,Jennifer Lawrence33_1714.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence66_1739.jpg,Jennifer Lawrence66_1739.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence57_1731.jpg,Jennifer Lawrence57_1731.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence56_1730.jpg,Jennifer Lawrence56_1730.jpg,Jennifer Lawrence
/mnt/pan/courses/sxg125_csds312/group11/105_classes_pins_dataset/pins_Jennifer Lawrence/Jennifer Lawrence69_1742.jpg,Jennifer Lawrence69_1742.jpg,Jennifer Lawrence
